Position,UniqId,Block,Trt,ML,Species,Combos,Of_exp,TotalProjStr,AreaConvexHull,MaxWidth,rootangle_right,rootangle_left,AvAng
73,73L,1,Alone,Ip-4.14,P,Ip-4.14,O,374.3149109,67.92815399,6.021769524,74.59999847,88.5,8.450000765
741,741L,4,Inter,Ip-4.14,P,Ihed-4.1-Ip-4.14,O,365.8990173,101.4124374,7.398174286,60.5,113.6999969,29.5
741,741R,4,Inter,Ihed-4.1,H,Ihed-4.1-Ip-4.14,O,163.8088226,90.98838043,9.28253746,43.79999924,44.59999847,45.80000115
742,742L,4,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.17,O,239.9238892,136.6386261,9.085907936,65.5,84.59999847,14.95000077
744,744R,4,Intra,Ihed-4.2,H,Ihed-4.2-Ihed-4.3,O,148.8152161,82.59447479,5.268024445,103.1999969,76,14
746,746L,4,Intra,Ihed-4.3,H,Ihed-4.15-Ihed-4.3,O,271.599823,104.486618,7.463717461,48.09999847,87.80000305,22.04999924
746,746R,4,Intra,Ihed-4.15,H,Ihed-4.15-Ihed-4.3,O,162.4072876,92.7966156,6.93118,129.5,82.69999695,7.30000305
750,750L,4,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.13,O,71.87276459,38.22741699,2.171114206,93.59999847,59.09999847,30.90000153
751,751L,4,Alone,Ihed-4.12,H,Ihed-4.12,O,276.870636,139.299469,10.01170444,8.699999809,60.09999847,55.60000086
754,754L,4,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.15,O,285.2295532,110.3611221,8.618913651,59.09999847,90.19999695,30.90000153
754,754R,4,Intra,Ihed-4.15,H,Ihed-4.12-Ihed-4.15,O,247.2311707,88.27116394,7.152387619,71.40000153,106.9000015,18.59999847
755,755L,4,Inter,Ihed-4.15,H,Ihed-4.15-Ip-4.13,O,284.9641724,124.3408966,9.765917778,76.59999847,88.90000153,7.25
758,758L,4,Inter,Ip-4.17,P,Ihed-4.7-Ip-4.17,O,534.8658447,118.0336533,7.906133175,63,111.8000031,27
758,758R,4,Inter,Ihed-4.7,H,Ihed-4.7-Ip-4.17,O,129.105072,65.24872589,4.063670635,72.69999695,68.5,19.40000153
766,766R,4,Intra,Ihed-4.7,H,Ihed-4.15-Ihed-4.7,O,183.8243256,79.10426331,5.636703968,74.40000153,49.29999924,28.14999962
767,767L,4,Alone,Ihed-4.9,H,Ihed-4.9,O,194.0349426,92.69747925,6.529728413,75.59999847,59.90000153,22.25
769,769L,4,Alone,Ihed-4.15,H,Ihed-4.15,O,322.3554688,101.8212814,7.897940159,58.79999924,89,16.10000038
771,771L,4,Intra,Ihed-4.9,H,Ihed-4.7-Ihed-4.9,O,283.9520264,92.90314484,5.964419365,81.40000153,78.09999847,10.25
771,771R,4,Intra,Ihed-4.7,H,Ihed-4.7-Ihed-4.9,O,209.8713531,94.0727005,7.725889683,120.5999985,56.09999847,33.90000153
772,772L,4,Inter,Ihed-4.2,H,Ihed-4.2-Ip-4.15,O,225.8116913,89.52965546,6.242977619,56.90000153,91.40000153,33.09999847
772,772R,4,Inter,Ip-4.15,P,Ihed-4.2-Ip-4.15,O,537.0519409,138.5313721,10.69171333,43.90000153,73.19999695,31.45000076
773,773L,4,Alone,Ihed-4.15,H,Ihed-4.15,O,201.3500061,76.51833344,4.874765873,66.59999847,63.79999924,24.80000115
775,775R,4,Alone,Ihed-4.12,H,Ihed-4.12,O,405.3478088,111.2282181,7.824203968,52,67.5,30.25
778,778L,4,Inter,Ip-4.12,P,Ihed-4.9-Ip-4.12,O,384.9296875,74.84696198,4.956694603,78,76.59999847,12.70000077
778,778R,4,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.12,O,296.1112366,92.77735138,6.496956825,80.5,87.19999695,6.150001525
779,779R,4,Alone,Ip-4.11,P,Ip-4.11,O,93.03577423,58.08270264,3.44101119,78.30000305,98.5,11.69999695
77,77L,1,Inter,Ip-4.11,P,Ihed-4.12-Ip-4.11,O,217.9887238,32.1046257,3.539325953,85.19999695,86.19999695,4.30000305
77,77R,1,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.11,O,268.8488159,69.88023376,8.692649841,61.20000076,93.80000305,28.79999924
781,781L,4,Inter,Ip-4.14,P,Ihed-4.7-Ip-4.14,O,352.355835,77.93275452,5.251638412,76,47.79999924,28.10000038
791,791L,4,Intra,Ihed-4.4,H,Ihed-4.2-Ihed-4.4,O,198.1173248,71.17142487,4.612593651,77.5,83.5,9.5
791,791R,4,Intra,Ihed-4.2,H,Ihed-4.2-Ihed-4.4,O,270.9752808,119.3646393,9.274344444,66.19999695,113.5,23.80000305
793,793L,4,Inter,Ip-4.18,P,Ihed-4.2-Ip-4.18,O,283.1890564,56.44966125,4.325842857,81,85.40000153,6.799999235
795,795L,4,Alone,Ip-4.16,P,Ip-4.16,O,322.067688,89.39494324,7.004915714,52.70000076,131.1999969,37.29999924
7,7L,1,Intra,Ihed-4.3,H,Ihed-4.3-Ihed-4.9,O,352.3652039,75.4865799,7.340824127,70,120.9000015,20
800,800L,4,Intra,Ihed-4.9,H,Ihed-4.3-Ihed-4.9,O,176.819809,77.63137054,4.719100952,61.90000153,101,28.09999847
800,800R,4,Intra,Ihed-4.3,H,Ihed-4.3-Ihed-4.9,O,237.6794739,109.9667053,7.947097301,53.79999924,64.09999847,31.05000115
803,803L,4,Intra,Ihed-4.3,H,Ihed-4.3-Ihed-4.4,O,135.7516479,131.3003845,9.667602539,44.40000153,88.90000153,23.34999847
803,803R,4,Intra,Ihed-4.4,H,Ihed-4.3-Ihed-4.4,O,154.546051,67.90312195,3.44101119,58.70000076,110.9000015,31.29999924
804,804L,4,Inter,Ip-4.15,P,Ihed-4.12-Ip-4.15,O,524.0604248,95.46805573,6.890215397,76.90000153,85.09999847,9
804,804R,4,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.15,O,237.1573334,76.82482147,5.153324127,82.80000305,124.3000031,7.19999695
805,805R,4,Alone,Ip-4.18,P,Ip-4.18,O,331.3871155,75.2999115,5.825140476,75.19999695,89.40000153,7.70000076
806,806L,4,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.18,O,360.1217346,111.9258347,8.160112381,66.69999695,52.90000153,30.20000076
806,806R,4,Inter,Ip-4.18,P,Ihed-4.12-Ip-4.18,O,290.8054199,67.26108551,5.153324127,67.40000153,90.90000153,22.59999847
808,808L,4,Inter,Ihed-4.1,H,Ihed-4.1-Ip-4.12,O,196.0342255,122.4212341,8.020833015,43.70000076,87,24.64999962
808,808R,4,Inter,Ip-4.12,P,Ihed-4.1-Ip-4.12,O,351.6220398,75.15606689,5.792368889,60.40000153,80.80000305,19.39999771
809,809L,4,Inter,Ip-4.11,P,Ihed-4.15-Ip-4.11,O,286.4923096,93.2118454,7.160580635,66.80000305,47.79999924,32.69999886
809,809R,4,Inter,Ihed-4.15,H,Ihed-4.15-Ip-4.11,O,217.1948547,144.3141174,11.50280857,67.5,51.79999924,30.35000038
80,80L,1,Alone,Ip-4.15,P,Ip-4.15,O,382.6052856,79.9453125,9.37265873,41.09999847,86.80000305,26.04999924
811,811L,4,Inter,Ihed-4.15,H,Ihed-4.15-Ip-4.16,O,152.5172272,59.1520462,4.014513016,86.5,49.79999924,21.85000038
811,811R,4,Inter,Ip-4.16,P,Ihed-4.15-Ip-4.16,O,430.9711609,94.02819824,6.292134762,66.30000305,66.19999695,23.75
815,815L,4,Inter,Ip-4.13,P,Ihed-4.2-Ip-4.13,O,281.4124146,95.57907867,7.299859524,86.80000305,87.59999847,2.79999924
815,815R,4,Inter,Ihed-4.2,H,Ihed-4.2-Ip-4.13,O,208.9178009,111.0381927,8.266619682,122.0999985,36.20000076,53.79999924
823,823L,4,Inter,Ip-4.17,P,Ihed-4.2-Ip-4.17,O,440.5435181,120.4019012,9.454587936,63.59999847,79.5,18.45000077
823,823R,4,Inter,Ihed-4.2,H,Ihed-4.2-Ip-4.17,O,212.0467834,90.90340424,5.964419365,102.0999985,88.90000153,1.09999847
824,824L,4,Inter,Ihed-4.4,H,Ihed-4.4-Ip-4.15,O,473.4147034,193.8837128,14.19826794,21.60000038,71.90000153,43.24999905
824,824R,4,Inter,Ip-4.15,P,Ihed-4.4-Ip-4.15,O,618.2115479,193.8178558,14.6242981,34.70000076,31.5,56.89999962
826,826L,4,Inter,Ip-4.17,P,Ihed-4.7-Ip-4.17,O,373.2175903,96.49786377,6.464185238,72.30000305,93.19999695,17.69999695
826,826R,4,Inter,Ihed-4.7,H,Ihed-4.7-Ip-4.17,O,190.8858948,47.18012619,3.703183413,59.40000153,39.59999847,40.5
829,829L,4,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.18,O,152.3201447,66.06467438,3.867041111,95,59.5,30.5
829,829R,4,Inter,Ip-4.18,P,Ihed-4.9-Ip-4.18,O,506.6961365,149.3041992,12.02715397,59.40000153,76.09999847,22.25
82,82L,1,Inter,Ihed-4.3,H,Ihed-4.3-Ip-4.15,O,127.1066513,29.86760712,4.702715397,70.19999695,107.3000031,19.80000305
82,82R,1,Inter,Ip-4.15,P,Ihed-4.3-Ip-4.15,O,426.5904236,73.23613739,8.938436508,59.40000153,77.40000153,21.59999847
832,832L,4,Intra,Ihed-4.3,H,Ihed-4.3-Ihed-4.7,O,127.7211304,49.79968262,2.883895159,65.59999847,96,24.40000153
832,832R,4,Intra,Ihed-4.7,H,Ihed-4.3-Ihed-4.7,O,301.9575195,114.1378174,8.618913651,117.5999985,75,15
834,834R,4,Inter,Ip-4.17,P,Ihed-4.4-Ip-4.17,O,329.9654541,80.53210449,5.522003651,74.80000305,36.90000153,34.14999771
835,835L,4,Intra,Ihed-4.1,H,Ihed-4.1-Ihed-4.3,O,344.4586792,97.89060974,8.020833015,49.70000076,97.59999847,40.29999924
835,835R,4,Intra,Ihed-4.3,H,Ihed-4.1-Ihed-4.3,O,387.489624,98.93249512,6.595271587,68.80000305,44.59999847,33.29999924
837,837L,4,Inter,Ip-4.14,P,Ihed-4.15-Ip-4.14,O,367.4926147,89.96005249,7.01310873,93.59999847,74.40000153,15.59999847
837,837R,4,Inter,Ihed-4.15,H,Ihed-4.15-Ip-4.14,O,239.9367371,71.40299988,5.28441,72.80000305,85.09999847,11.04999924
838,838L,4,Inter,Ihed-4.15,H,Ihed-4.15-Ip-4.17,O,339.0745544,105.7145081,8.487827301,86.80000305,71.09999847,11.04999924
838,838R,4,Inter,Ip-4.17,P,Ihed-4.15-Ip-4.17,O,406.3924866,110.5181885,8.758193016,88.80000305,63.20000076,13.9999981
839,839L,4,Inter,Ihed-4.3,H,Ihed-4.3-Ip-4.18,O,222.8760376,69.62744904,4.415964603,77.40000153,89.80000305,6.39999771
839,839R,4,Inter,Ip-4.18,P,Ihed-4.3-Ip-4.18,O,376.7590027,80.4046402,6.128277302,69.19999695,96.69999695,20.80000305
83,83L,1,Inter,Ip-4.17,P,Ihed-4.9-Ip-4.17,O,421.0217896,55.08403778,5.407303333,72.59999847,73.19999695,17.10000229
83,83R,1,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.17,O,346.1813354,108.2894897,5.81694746,81.19999695,48.40000153,25.20000076
840,840L,4,Inter,Ip-4.12,P,Ihed-4.12-Ip-4.12,O,419.4829102,115.5953979,8.151919365,62.09999847,70.90000153,23.5
840,840R,4,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.12,O,254.5061493,68.41835785,5.186095715,81,86.5,6.25
842,842L,4,Inter,Ip-4.15,P,Ihed-4.2-Ip-4.15,O,399.6557922,86.11146545,6.972144127,54.29999924,83,21.35000038
845,845R,4,Alone,Ihed-4.7,H,Ihed-4.7,O,200.7322083,93.36615753,6.783708096,60.09999847,96.30000305,29.90000153
84,84L,1,Alone,Ihed-4.7,H,Ihed-4.7,O,409.5533142,86.13905334,8.389513016,60.5,79.19999695,20.15000153
85,85L,1,Intra,Ihed-4.1,H,Ihed-4.1-Ihed-4.4,O,324.0597839,101.1024628,8.528792381,70.59999847,84.69999695,12.35000229
85,85R,1,Intra,Ihed-4.4,H,Ihed-4.1-Ihed-4.4,O,291.1852417,102.7659073,9.135065079,82.30000305,64.09999847,16.79999924
862,862R,4,Inter,Ip-4.15,P,Ihed-4.15-Ip-4.15,O,189.9451447,71.31700897,5.161516666,82.69999695,71.69999695,12.80000305
88,88L,1,Alone,Ihed-4.7,H,Ihed-4.7,O,266.5927734,128.631897,9.356273651,106,82.80000305,7.19999695
89,89L,1,Inter,Ip-4.18,P,Ihed-4.15-Ip-4.18,O,478.917511,130.0720215,10.89653587,51,70.69999695,29.15000153
89,89R,1,Inter,Ihed-4.15,H,Ihed-4.15-Ip-4.18,O,397.9073181,124.1692657,10.97027111,51.70000076,78.5,24.89999962
90,90R,1,Intra,Ihed-4.7,H,Ihed-4.12-Ihed-4.7,O,328.9433594,79.60392761,10.8309927,66.09999847,101.5,23.90000153
926,926L,4,Inter,Ip-4.16,P,Ihed-4.3-Ip-4.16,O,164.055069,82.80383301,4.29307127,101.6999969,59.90000153,30.09999847
939,939L,4,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.7,O,282.2211609,98.94753265,6.890215397,72.59999847,77.59999847,14.90000153
939,939R,4,Intra,Ihed-4.7,H,Ihed-4.12-Ihed-4.7,O,113.2301483,62.69132614,3.957162857,72.80000305,90.09999847,17.19999695
93,93L,1,Alone,Ihed-4.4,H,Ihed-4.4,O,324.1370239,99.67185974,8.102762222,59.70000076,66,27.14999962
943,943L,4,Inter,Ip-4.17,P,Ihed-4.12-Ip-4.17,O,411.1966248,90.14907074,6.275749207,77.09999847,86.5,8.200000765
943,943R,4,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.17,O,263.0728455,110.1063843,7.504681587,78.40000153,83.5,9.049999235
946,946R,4,Inter,Ihed-4.4,H,Ihed-4.4-Ip-4.16,O,163.1717834,85.19113922,5.530196667,79.40000153,38.29999924,31.14999962
94,94L,1,Alone,Ihed-4.9,H,Ihed-4.9,O,263.2387695,51.53388214,5.718633175,60.09999847,97.90000153,29.90000153
97,97L,1,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.15,O,568.4239502,94.42435455,8.602527618,62.90000153,80.59999847,18.25
97,97R,1,Inter,Ip-4.15,P,Ihed-4.12-Ip-4.15,O,147.6520233,65.19529724,8.872893333,94.09999847,72.19999695,17.80000305
98,98L,1,Inter,Ihed-4.15,H,Ihed-4.15-Ip-4.11,O,557.6740723,100.7210007,10.60978508,54,71.59999847,27.20000077
98,98R,1,Inter,Ip-4.11,P,Ihed-4.15-Ip-4.11,O,432.1203308,114.3284454,9.20880127,64.90000153,59.5,27.79999924
99,99L,1,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.4,O,394.1399536,75.23271942,7.283473969,75.19999695,71.90000153,16.45000076
